name,capacity,address,start_up_date,region,district,operator_name,ICO,operator_address,operator license,operator_region,operator_district,cadastre_area,cadastre_code,cadastre_municipal,cadastre_demarcation
,,,,,,,,,,,,Lichkov,683744,Lichkov,St. 109/1
,,,,,,,,,,,,Chotiná,648337,Hromnice,p.č. 43
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Mikolajice,694061,Mikolajice,138
,,,,,,,,,,,,Jesenice u Prahy,658618,Jesenice,par. č. st. 127
,,,,,,,,,,,,Krásné Pole,673722,Ostrava,309/5
,,,,,,,,,,,,Městys Rudoltice,750549,Slezské Rudoltice,St. 118
,,,,,,,,,,,,Boršov nad Vltavou,608025,Boršov nad Vltavou,710/188
,,,,,,,,,,,,Vranov pod Ralskem,695289,Mimoň,52/1
,,,,,,,,,,,,Koněšín,669041,Koněšín,249
,,,,,,,,,,,,Kovářov,671380,Kovářov,St. 9
,,,,,,,,,,,,Mokrá Hora,611701,Brno,261
,,,,,,,,,,,,Provodín,733865,Provodín,111/7
,,,,,,,,,,,,Červené Pečky,620947,Červené Pečky,St. 620
,,,,,,,,,,,,Líšeň,612405,Brno,parc. č. 3090/71
,,,,,,,,,,,,Ohnišťany,709280,Ohnišťany,St. 39/3
,,,,,,,,,,,,Vinoř,782378,Praha,1395/1
,,,,,,,,,,,,Kostelec u Kyjova,670316,Kostelec,946/2
,,,,,,,,,,,,Míškovice,696161,Míškovice,St. 252
,,,,,,,,,,,,Služátky u Pelhřimova,667846,Pelhřimov,parc. č 142/3
,,,,,,,,,,,,Bystřice nad Pernštejnem,616958,Bystřice nad Pernštejnem,29
,,,,,,,,,,,,Držovice na Moravě,632783,,p.č. 90
,,,,,,,,,,,,Kylešovice,711811,Opava,983/44
,,,,,,,,,,,,Červený Kostelec,621102,Červený Kostelec,St. 566
,,,,,,,,,,,,Černčín,620076,Bučovice,St. 190
,,,,,,,,,,,,Mýto v Čechách,700932,Mýto,St. 1142
,,,,,,,,,,,,Poštorná,726346,Poštorná,481/2
,,,,,,,,,,,,Chýnice,652997,Chýnice,St. 130
,,,,,,,,,,,,Ochoz u Konice,709417,Ochoz,st.p.č. 35
,,,,,,,,,,,,Staré Čívice,754170,Pardubice,St. 109/1
,,,,,,,,,,,,Olešnička,763454,Štěpánov nad Svratkou,"St. 16/1, 16/2"
,,,,,,,,,,,,Smržovka,751324,Smržovka,4395/2
,,,,,,,,,,,,Vlčnov,783897,Vlčnov,1175
,,,,,,,,,,,,Ronov nad Sázavou,735701,Přibyslav,parc.č. 115/1-2; 488/5;
,,,,,,,,,,,,Bolevec,722120,Plzeň,2379/46
,,,,,,,,,,,,Razice,648213,Hrobčice,St. 91
,,,,,,,,,,,,Velehrad,777676,Velehrad,par. č. 446
,,,,,,,,,,,,Tetětice,723134,Počenice-Tětětice,p.č. 178
,,,,,,,,,,,,Střítež u Bukova,615773,Střítež,St. 49
,,,,,,,,,,,,Skuhrov u Havlíčkova Brodu,749036,Skuhrov,st.p.č. 150
,,,,,,,,,,,,Zálesní Lhota,790591,Studenec,St. 61
,,,,,,,,,,,,Zbraslav,791733,Praha,719/2
,,,,,,,,,,,,Jihlava,659673,Jihlava,5070/1; 5070/63; 5070/66
,,,,,,,,,,,,Haklovy Dvory,636797,České Budějovice,p.č. 260/447
,,,,,,,,,,,,Tehovec,765317,Tehovec,St. 208
,,,,,,,,,,,,Šťáhlavy,763152,Šťáhlavy,st. 424
,,,,,,,,,,,,Mezihoří u Švihova,764604,Mezihoří,St. 3/3
,,,,,,,,,,,,Malé Hoštice,711870,Opava,32/45
,,,,,,,,,,,,Živanice,797332,Živanice,St. 96
,,,,,,,,,,,,Bezděkov u Krásné Hory,603554,Krásná Hora,St. 20
,,,,,,,,,,,,Holýšov,641553,Holýšov,St. 1467/1
,,,,,,,,,,,,Předenice,704091,Předenice,p.č. 202
,,,,,,,,,,,,Svobodné Dvory,761125,Hradec Králové,St. 112
,,,,,,,,,,,,Domažlice,630853,Domažlice,st. 1262
,,,,,,,,,,,,Určice,774723,Určice,par. č. 8/11
,,,,,,,,,,,,Krnčice,706779,Nové Syrovice,85/10
,,,,,,,,,,,,Frýdlant nad Ostravicí,635171,Frýdlant nad Ostravicí,1031/5
,,,,,,,,,,,,Hodonín,640417,Hodonín,St. 632/34
,,,,,,,,,,,,Třeboradice,731528,Praha,parc.č. 393
,,,,,,,,,,,,Stéblová,755371,,p.č. 156
,,,,,,,,,,,,Vlachovo Březí,783293,Vlachovo Březí,St. 776
,,,,,,,,,,,,Pyšely,737054,Pyšely,St. 994
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Lobeč,672912,Kralupy nad Vltavou,"par.č.st. 687/1, 2"
,,,,,,,,,,,,Drnovice u Vyškova,632554,Drnovice,660/6
,,,,,,,,,,,,Dubí u Kladna,665169,Kladno,parc.č.1038
,,,,,,,,,,,,Kojčice,667838,Kojčice,par.č. 705/13
,,,,,,,,,,,,Božkov u Mnichovic,697532,Mnichovice,St. 344
,,,,,,,,,,,,Žebrák,795712,Žebrák,p. č. 921/19
,,,,,,,,,,,,Nové Město nad Metují,706442,Nové Město nad Metují,St. 1487
,,,,,,,,,,,,Oudoleň,717070,Oudoleň,St. 131
,,,,,,,,,,,,Opalice,711390,,č.p. 8
,,,,,,,,,,,,Černovice,611263,Brno,2506/8
,,,,,,,,,,,,Litoměřice,685429,Litoměřice,3988
,,,,,,,,,,,,Nekmíř,702714,Nekmíř,St. 212
,,,,,,,,,,,,Opatovice nad Labem,711551,Opatovice nad Labem,St. 636
,,,,,,,,,,,,Hrabišín,646521,Hrabišín,p.č. 1062
,,,,,,,,,,,,Šeberov,762130,Praha,par. č. 157
,,,,,,,,,,,,Stebnice,684481,Lipová,parc. 42/1
,,,,,,,,,,,,Velký Týnec,779784,Velký Týnec,1538/257
,,,,,,,,,,,,Bohdalov,606081,Bohdalov,St. 128/2
,,,,,,,,,,,,Dolní Němčí,629839,Dolní Němčí,St. 814
,,,,,,,,,,,,Jihlava,659673,Jihlava,2857/1
,,,,,,,,,,,,Mořice,699292,Mořice,58
,,,,,,,,,,,,Jirkov,660761,Jirkov,p.č. 4148
,,,,,,,,,,,,Rapotín,739359,Rapotín,č.p. 1825
,,,,,,,,,,,,Mlékojedy u Litoměřic,697303,Mlékojedy,St. 130/1
,,,,,,,,,,,,Záboří u Českých Budějovic,789283,Dubné,St. 169
,,,,,,,,,,,,Slatina pod Hazmburkem,749648,Slatina,par.č.st. 129
,,,,,,,,,,,,Plánice,721476,Plánice,St. 248
,,,,,,,,,,,,Hlubočepy,728837,Praha,104/2
,,,,,,,,,,,,Dvůr Králové nad Labem,633968,Dvůr Králové nad Labem,par. č. st. 358/1
,,,,,,,,,,,,Holešovice,730122,Praha,par.č. 872
,,,,,,,,,,,,Březno u Chomutova,614491,Březno,p.č. 230
,,,,,,,,,,,,Černice,620106,Plzeň,parc. č. 77/19
,,,,,,,,,,,,Zběšičky,791440,Zběšičky,St. 13
,,,,,,,,,,,,Ruzyně,729710,Praha,366/2
,,,,,,,,,,,,Třebovice ve Slezsku,715433,Ostrava,p.č. 305/15
,,,,,,,,,,,,Svinary,760765,Hradec Králové,St. 702
,,,,,,,,,,,,Horní Měcholupy,732583,Praha,p.č. 224/5
,,,,,,,,,,,,Zbiroh,791504,Zbiroh,St. 164
,,,,,,,,,,,,Teplice,766003,Teplice,par.č.st. 1601/18
,,,,,,,,,,,,Běchovice,601527,Praha,1334
,,,,,,,,,,,,Radějov u Strážnice,737461,Radějov,St. 90
,,,,,,,,,,,,Třeboň,770230,Třeboň,par.č. 1685/50
,,,,,,,,,,,,Stařeč,755265,Stařeč,St. 658
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Náměšť nad Oslavou,701564,Náměšť nad Oslavou,St. 1785
,,,,,,,,,,,,Kunčice nad Ostravicí,714224,Ostrava,501
,,,,,,,,,,,,Hnátnice,640018,Hnátnice,St. 503
,,,,,,,,,,,,Tovačov,768014,,p.č. 12/2
,,,,,,,,,,,,Těptín,662500,Kamenice,St. 486
,,,,,,,,,,,,Skuteč,749168,Skuteč,St. 1845
,,,,,,,,,,,,Citonice,617831,Citonice,parc.č. 1093/39
,,,,,,,,,,,,Žulová,797804,Žulová,469
,,,,,,,,,,,,Domašov u Brna,630799,Domašov,St. 207
,,,,,,,,,,,,Nejdek,702625,Nejdek,p.č. 2404/1
,,,,,,,,,,,,Zástřizly,791148,Zástřizly,St. 102; 103
,,,,,,,,,,,,Komárov u Holic,668699,Dolní Roveň,St. 55
,,,,,,,,,,,,Soběslav,751707,Soběslav,3664/36
,,,,,,,,,,,,Kostelec na Hané,670154,Kostelec na Hané,15/1; 15/8
,,,,,,,,,,,,Ruzyně,729710,Praha,751/2
,,,,,,,,,,,,Otmarov,738948,Otmarov,157/17
,,,,,,,,,,,,Chlumec nad Cidlinou,651800,Chlumec nad Cidlinou,par.č.st. 1638
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Malinec,664596,Kbel,St. 9/2
,,,,,,,,,,,,Volyně,784958,Volyně,1775/26
,,,,,,,,,,,,Vestec u Prahy,781029,Vestec,par. č. st. 496
,,,,,,,,,,,,Černá Voda,619922,Černá Voda,St. 266
,,,,,,,,,,,,Najdek u Lodhéřova,686361,Lodhéřov,p. č. 146
,,,,,,,,,,,,Liblice,617199,Liblice,st. 249/1
,,,,,,,,,,,,Kamenný Újezd u Nýřan,708470,Nýřany,366/23
,,,,,,,,,,,,Velká nad Veličkou,778583,Velká nad Veličkou,1139/1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Čížov u Jihlavy,781835,Čížov,St. 228
,,,,,,,,,,,,Týniště nad Orlicí,772429,Týniště nad Orlicí,p.č. 1225
,,,,,,,,,,,,Janův Důl u Liberce,682241,Liberec,p. č. 76
,,,,,,,,,,,,Zbraslavice,791890,Zbraslavice,St. 191
,,,,,,,,,,,,Jičín,659541,Jičín,St. 552
,,,,,,,,,,,,Pražské Předměstí,647101,Hradec Králové,St. 281
,,,,,,,,,,,,Popovice u Uherského Hradiště,725862,Popovice,St. 358
,,,,,,,,,,,,Čisovice,623946,Čisovice,St. 861
,,,,,,,,,,,,Stod,755516,Stod,St. 611
,,,,,,,,,,,,Plzeň,721981,Plzeň,3561
,,,,,,,,,,,,Horní Lhota u Blanska,643271,Horní Lhota,parc. č. 391
,,,,,,,,,,,,Dolní Bukovsko,628824,Dolní Bukovsko,St. 46/2
,,,,,,,,,,,,Dobřív,628000,Dobřív,St. 640
,,,,,,,,,,,,Borovno,607908,Borovno,St. 54
,,,,,,,,,,,,Oponešice,712019,Oponešice,"St. 13, 7/3"
,,,,,,,,,,,,Přeštice,735256,Přeštice,p.č. 486;487;488;472/4;479/2
,,,,,,,,,,,,Hluk,639907,Hluk,1796
,,,,,,,,,,,,Úhonice,773247,Úhonice,St. 552
,,,,,,,,,,,,Stálkov,753459,Slavonice,St. 2
,,,,,,,,,,,,Miřetice u Nasavrk,695921,Miřetice,St. 339
,,,,,,,,,,,,Petrov u Hodonína,719773,Petrov,p.č. 54
,,,,,,,,,,,,Milevsko,694673,Milevsko,St. 3234
,,,,,,,,,,,,Beroun,602868,Beroun,St. 5200/2
,,,,,,,,,,,,Haklovy Dvory,636797,České Budějovice,par. č. 70/23
,,,,,,,,,,,,Stříbro,757837,Stříbro,St. 638
,,,,,,,,,,,,Blučina,605808,Blučina,952/3
,,,,,,,,,,,,Lipovka u Rychnova nad Kněžnou,684724,Rychnov nad Kněžnou,par.č. 212/1
,,,,,,,,,,,,Moravské Křižánky,676446,Křižánky,St. 228
,,,,,,,,,,,,Starý Rokytník,755192,Trutnov,St. 14/1
,,,,,,,,,,,,Kraslice,673293,Kraslice,St. 366
,,,,,,,,,,,,Smržovka,751324,Smržovka,parc.č. 3853
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Vochov,784427,Vochov,p.č. 110/3
,,,,,,,,,,,,Vinařice u Dobrovice,782297,Vinařice,st. 197
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Skašov,748218,Skašov,St. 46
,,,,,,,,,,,,Most II,699594,Most,
,,,,,,,,,,,,Kolín,668150,Kolín,st. 1373
,,,,,,,,,,,,Sruby,753165,Sruby,St. 13
,,,,,,,,,,,,Chomutov I,652458,Chomutov,parc.č. 3464
,,,,,,,,,,,,Kroměříž,674834,Kroměříž,parc. č. 385/2
,,,,,,,,,,,,Kdousov,664651,Kdousov,st.p.č. 84
,,,,,,,,,,,,Rohatec,740381,Rohatec,583/145
,,,,,,,,,,,,Holohlavy,641294,Holohlavy,St. 57/1
,,,,,,,,,,,,Štěnovice,763349,Štěnovice,751/18
,,,,,,,,,,,,Chrudim,654299,Chrudim,St. 6649
,,,,,,,,,,,,Římov na Moravě,745731,Římov,St. 267
,,,,,,,,,,,,Citov,617857,Citov,parc.č. 329
,,,,,,,,,,,,Litoměřice,685429,Litoměřice,parc. č. 4873
,,,,,,,,,,,,Jivno,743461,Jivno,par.č.st. 571
,,,,,,,,,,,,Horní Bečva,642169,Horní Bečva,st. 2578
,,,,,,,,,,,,Otín u Jindřichova Hradce,716502,Jindřichův Hradec,"St. 311/1, 311/2"
,,,,,,,,,,,,Bystřice nad Olší,616923,Bystřice,4345
,,,,,,,,,,,,Radiměř,737852,Radiměř,par.č. 48
,,,,,,,,,,,,Klatovy,665797,Klatovy,St. 4397
,,,,,,,,,,,,Broumov,612766,,p.č. 1766
,,,,,,,,,,,,Třebíč,769738,Třebíč,St. 379
,,,,,,,,,,,,Blansko,605018,Blansko,St. 3094
,,,,,,,,,,,,Rejhotice,687103,Loučná nad Desnou,St. 253/1
,,,,,,,,,,,,Drahlín,631604,Drahlín,par. č. st. 3/4
,,,,,,,,,,,,Třešť,770761,Třešť,458
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Senomaty,747521,Senomaty,parc.č. 403/1
,,,,,,,,,,,,Hrabětice,646431,Hrabětice,"7597, 7598, 7599"
,,,,,,,,,,,,Studená,758191,Studená,St. 983
,,,,,,,,,,,,Choťánky,652792,Choťánky,St. 214
,,,,,,,,,,,,Lanškroun,678929,Lanškroun,St. 3435
,,,,,,,,,,,,Lhota u Dolních Břežan,628808,Dolní Břežany,St. 789
,,,,,,,,,,,,Rakovník,739081,Rakovník,St. 837/1
,,,,,,,,,,,,Uhřínov u Hranic,773450,,p.č. 16/1
,,,,,,,,,,,,Miřátky,780031,Vepříkov,st. 9/2
,,,,,,,,,,,,Březí u Trhových Svinů,702498,Trhové Sviny,St. 95/1
,,,,,,,,,,,,Zlín,635561,Zlín,St. 5124
,,,,,,,,,,,,Nepomuk,703478,Nepomuk,St. 78
,,,,,,,,,,,,Beroun,602868,Beroun,St. 6439
,,,,,,,,,,,,Blankartice,638633,Heřmanov,St. 119/1
,,,,,,,,,,,,Bystřice nad Pernštejnem,616958,,p.č. 1069/1
,,,,,,,,,,,,Jarkovice,783595,Opava,St. 7/1
,,,,,,,,,,,,Plav,721549,Plav,St. 321
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Dačice,624403,Dačice,1483/3
,,,,,,,,,,,,Markvartice v Podještědí,656232,Jablonné v Podještědí,p.č. 782/6
,,,,,,,,,,,,Lhotka u Frýdku-Místku,681407,Lhotka,St. 345
,,,,,,,,,,,,Radčice u Plzně,737411,Plzeň,P.č. 416/4
,,,,,,,,,,,,Újezd,722685,Plzeň,896/6
,,,,,,,,,,,,Újezd u Průhonic,773999,Praha,585/16
,,,,,,,,,,,,Nový Bor,707155,Nový Bor,2148/248
,,,,,,,,,,,,Horní Libina,682845,Libina,St. 523
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Rychnov nad Kněžnou,744107,Rychnov nad Kněžnou,900/49
,,,,,,,,,,,,Újezdec u Horních Krut,643238,Horní Kruty,par. č. st. 38/2
,,,,,,,,,,,,Příšov,679640,Příšov,St.. 113
,,,,,,,,,,,,Kunovice u Uherského Hradiště,677345,Kunovice,315/312
,,,,,,,,,,,,Bělá nad Radbuzou,601624,Bělá nad Radbuzou,St. 598
,,,,,,,,,,,,Čakov u Českých Budějovic,656747,Čakov, p. st. 223
,,,,,,,,,,,,Dolní Chabry,730599,Praha 8,par.č. 1372/305
,,,,,,,,,,,,Studenec u Horek,758272,Studenec,St. 211
,,,,,,,,,,,,Bílovec-město,604429,Bílovec,2212/27
,,,,,,,,,,,,Číhaň,623571,Číhaň,par.č.st. 87
,,,,,,,,,,,,Benešov u Prahy,602191,Benešov,parc. č. 827
,,,,,,,,,,,,Němčice nad Hanou,703044,Němčice nad Hanou,St. 663
,,,,,,,,,,,,Strážnice na Moravě,756652,,p.č. 2012/68
,,,,,,,,,,,,Chrudim,654299,Chrudim,par.st.5189
,,,,,,,,,,,,Lhotka u Hranic,778176,Hranice,St. 40
,,,,,,,,,,,,Popovice u Benešova,725803,Popovice,parc. č. 1781/5
,,,,,,,,,,,,Panská Habrová,744191,Rychnov nad Kněžnou,St. 17
,,,,,,,,,,,,Klimkovice,666319,Klimkovice,1197
,,,,,,,,,,,,Chudoplesy,654809,Bakov nad Jizerou,St. 4
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Střelice u Brna,757438,Střelice,par.č. 1566
,,,,,,,,,,,,Boršice u Buchlovic,607983,Boršice,st. 581
,,,,,,,,,,,,Chlumec nad Cidlinou,651800,Chlumec nad Cidlinou,St. 2130
,,,,,,,,,,,,Vlachovo Březí,783293,Vlachovo Březí,St. 296/2; St. 812
,,,,,,,,,,,,Vinoř,782378,Praha,669/4
,,,,,,,,,,,,Znojmo-město,793418,Znojmo,par. č. 3763
,,,,,,,,,,,,Lensedly,662186,Kaliště,p.č. 1108/2
,,,,,,,,,,,,Hradiště u Písku,720909,Písek,St. 573
,,,,,,,,,,,,Buškovice,616320,Podbořany,St. 22
,,,,,,,,,,,,Záluží u Hořovic,790770,Záluží,"p.č. 358/7,358/8"
,,,,,,,,,,,,Lomec,756571,Strážkovice,st. 73
,,,,,,,,,,,,Hruškové Dvory,648698,Jihlava,214/58
,,,,,,,,,,,,Dubňany,633585,Dubňany,2153
,,,,,,,,,,,,Křenovice u Dubného,633640,Dubné,St. 144
,,,,,,,,,,,,Radčice u Krásné Studánky,673650,Liberec,St. 288
,,,,,,,,,,,,Kunice u Říčan,677230,Kunice,St. 543/1; St. 543/2
,,,,,,,,,,,,České Budějovice 5,622281,České Budějovice,"par. č.40/10,40/6,40/8,40/28"
,,,,,,,,,,,,Telč,765546,Telč,St. 1918
,,,,,,,,,,,,Ostroměř,715727,Ostroměř,St. 51/1
,,,,,,,,,,,,Vrábče,785105,Vrábče,St. 38/1
,,,,,,,,,,,,Mladcová,636177,Zlín,St. 960
,,,,,,,,,,,,Krabčice u Roudnice nad Labem,672131,Krabčice,St. 253
,,,,,,,,,,,,Újezd,722685,Plzeň,par.č. 111/2
,,,,,,,,,,,,Štěpánkovice,763390,Štěpánkovice,2195/3
,,,,,,,,,,,,Hodonín u Zdíkovce,792535,Zdíkov,St. 4/1
,,,,,,,,,,,,Vřesina u Bílovce,786683,Vřesina,1145/1
,,,,,,,,,,,,Kvítkov u České Lípy,678384,Kvítkov,31/1
,,,,,,,,,,,,Trnová u Plzně,768391,Trnová,St. 435
,,,,,,,,,,,,Solnice,752428,Solnice,St. 971
,,,,,,,,,,,,Mladcová,636177,Zlín,St. 192
,,,,,,,,,,,,Jesenný,658979,Jesenný,st.p.č. 490
,,,,,,,,,,,,Klíčov u Mrákova,666238,Mrákov,p.č. 78
,,,,,,,,,,,,Vtelno,787507,Most,St. 416
,,,,,,,,,,,,Protivín,733857,Protivín,2585/57
,,,,,,,,,,,,Skvrňany,722596,Plzeň,parc. č. 641/2
,,,,,,,,,,,,Kolaje,668010,Kolaje,St. 3
,,,,,,,,,,,,Bolatice,606987,Bolatice,223
,,,,,,,,,,,,Vyškov,788571,Vyškov,st.p.č. 1929/44
,,,,,,,,,,,,Údrnice,772666,Údrnice,parc.č. 105/5
,,,,,,,,,,,,Senorady,747530,Senorady,St. 183
,,,,,,,,,,,,Holýšov,641553,Holýšov,St. 1616
,,,,,,,,,,,,Rohatec,740381,Rohatec,p.č. st. 2527/2
,,,,,,,,,,,,Bludovice,637696,Havířov, 670/2
,,,,,,,,,,,,Žamberk,794368,Žamberk,4890
,,,,,,,,,,,,Místek,634824,Frýdek-Místek,1359
,,,,,,,,,,,,Světlá nad Sázavou,760510,Světlá nad Sázavou,St. 829
,,,,,,,,,,,,Lahovice,729248,Praha,187/1
,,,,,,,,,,,,Svatoslav u Tišnova,760102,Svatoslav,p.č. 823/2
,,,,,,,,,,,,Slezské Předměstí,646971,Hradec Králové,St. 1721/2
,,,,,,,,,,,,Rokycany,740691,Rokycany,St. 1157/12;
,,,,,,,,,,,,Drnovice u Vyškova,632554,Drnovice,parc.č. 200/5
,,,,,,,,,,,,Nová Ves nad Lužnicí,705756,Nová Ves nad Lužnicí,p.č. 539/4
,,,,,,,,,,,,Bručná,722367,Plzeň,p.č. 493/3
,,,,,,,,,,,,Soběslav,751707,Soběslav,2818/5
,,,,,,,,,,,,Třebušín,770591,Třebušín,St. 51
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Knížecí Pláně,707961,Borová Lada,St. 93
,,,,,,,,,,,,Bradlec,608980,Bradlec,p.č.st. 559
,,,,,,,,,,,,Vrchlabí,786306,Vrchlabí,St. 3520
,,,,,,,,,,,,Úsobrno,774774,Úsobrno,St. 17
,,,,,,,,,,,,Olešná u Blanska,710318,Blansko," 174/2,175/5,3,289/2,3"
,,,,,,,,,,,,Dolany u Stříbra,722812,Pňovany,St. 307
,,,,,,,,,,,,Radotín,738620,Praha,2135/58
,,,,,,,,,,,,Podmokly,625141,Děčín,3470/2
,,,,,,,,,,,,Chotíkov,653276,Chotíkov,601/3
,,,,,,,,,,,,Ratiboř u Jindřichova Hradce,739758,Ratiboř,St. 23/2
,,,,,,,,,,,,Čáslav,618349,Čáslav,st. 3375
,,,,,,,,,,,,Mlýnec pod Přimdou,773816,Přimda,p.č. 115/1
,,,,,,,,,,,,Lužná u Rakovníka,689378,Lužná,"par.č. 1920/2, 1920/6"
,,,,,,,,,,,,Záluží u Třemošné,770701,Třemošná,p.č.787/76
,,,,,,,,,,,,Kvíc,749532,Slaný,par. č. st. 585
,,,,,,,,,,,,Podhůří-Harta,786331,Vrchlabí,st. 943
,,,,,,,,,,,,Lesná,610887,Brno,912/31
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Stichovice,699888,Mostkovice,par. č. 1400/1
,,,,,,,,,,,,Lysolaje,729931,Praha,p.č. 282/6
,,,,,,,,,,,,Újezdec u Přerova,774073,Přerov,parc.č. 458
,,,,,,,,,,,,Krhová,776505,Valašské Meziříčí,par.č. 166/10
,,,,,,,,,,,,Hulín,649309,Hulín,parc. č. 3485/15
,,,,,,,,,,,,Velký Borek,779563,Velký Borek,"par.č. 207/3, 208/2"
,,,,,,,,,,,,Domažlice,630853,Domažlice,St. 4150
,,,,,,,,,,,,Kyjov,678431,Kyjov,St. 152/3
,,,,,,,,,,,,Kout na Šumavě,671231,Kout na Šumavě,st.p.č. 338
,,,,,,,,,,,,Mimoň,695254,Mimoň,"p.č. 4259,4320/1,4319,4321/1"
,,,,,,,,,,,,Zdechovice,792250,Zdechovice,St. 69
,,,,,,,,,,,,Jeseník,658723,Jeseník,1749/48
,,,,,,,,,,,,Dubňany,633585,Dubňany,"par.č. 829, 830"
,,,,,,,,,,,,Jesenice u Prahy,658618,Jesenice,st. 1156
,,,,,,,,,,,,Nesměň u Ločenic,686310,Ločenice,St. 73/1
,,,,,,,,,,,,Ploskovice,721905,Ploskovice,par. č. st. 97
,,,,,,,,,,,,Špičák,796051,Železná Ruda,par. č. st. 437
,,,,,,,,,,,,Újezd nad Lesy,773778,Praha,par. č. 577/109
,,,,,,,,,,,,Hostětín,721131,,p.č. 712
,,,,,,,,,,,,Sedlčany,746533,Sedlčany,St. 1287
,,,,,,,,,,,,Svitavy-předměstí,760960,Svitavy,St. 1091
,,,,,,,,,,,,Město Touškov,693430,Město Touškov,parc. č. 50
,,,,,,,,,,,,Trojanovice,768499,Trojanovice,St. 1887
,,,,,,,,,,,,Plzeň,721981,Plzeň,12038
,,,,,,,,,,,,Souvrať,699811,Mostek,St. 378
,,,,,,,,,,,,Tymákov,772101,Tymákov,St. 192
,,,,,,,,,,,,Domamyslice,618861,Prostějov,"p.č. 564;565/1,2;566"
,,,,,,,,,,,,Žižkov,727415,Žižkov,par.č. 2595
,,,,,,,,,,,,Leletice,679917,Hvožďany,"st.85, p.č.778/1,779/1,18,19"
,,,,,,,,,,,,Kylešovice,711811,Opava,2252/7
,,,,,,,,,,,,Břest,613797,Břest,St. 45
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Hostinné,645770,Hostinné,St. 334
,,,,,,,,,,,,Velké Meziříčí,779091,Velké Meziříčí,p.č. 5814/20
,,,,,,,,,,,,Kout na Šumavě,671231,Kout na Šumavě,1370/6
,,,,,,,,,,,,Homole,641588,Homole,parc.č. 614/3
,,,,,,,,,,,,Žamberk,794368,Žamberk,686/28
,,,,,,,,,,,,Uhříněves,773425,Praha,1653/127
,,,,,,,,,,,,Příšov,679640,Příšov,St. 74
,,,,,,,,,,,,Hronov,648370,,p.č. 1409/12
,,,,,,,,,,,,Cheb,650919,Cheb,par.č.st. 1667
,,,,,,,,,,,,Vladislav,783234,Vladislav,St. 486
,,,,,,,,,,,,Kyjov,678431,Kyjov,St. 240/2
,,,,,,,,,,,,Rohatec,740381,Rohatec,1694/13
,,,,,,,,,,,,Radíkov u Olomouce,737747,Olomouc,p.č. 84
,,,,,,,,,,,,Nový Bydžov,707163,Nový Bydžov,St. 2974
,,,,,,,,,,,,Zděchov,792225,Zděchov,St. 718
,,,,,,,,,,,,Arnolec,600423,Arnolec,par.č. st. 47
,,,,,,,,,,,,Proboštov u Teplic,733105,Proboštov,1385/27
,,,,,,,,,,,,Klimkovice,666319,Klimkovice,p.č.1470
,,,,,,,,,,,,Lipence,683973,Praha,932/2
,,,,,,,,,,,,Leština u Zábřeha,680524,Leština,St. 99
,,,,,,,,,,,,Žebětín,795674,Brno,782/3
,,,,,,,,,,,,Doubrava nad Vltavou,631124,Chrášťany,p.č. 80
,,,,,,,,,,,,Třemošná,770698,Třemošná,par.č. 1899/19
,,,,,,,,,,,,Mochtín,698091,Mochtín,St. 9
,,,,,,,,,,,,Roupov,741892,Roupov,St. 188
,,,,,,,,,,,,Mokrouše,772097,Mokrouše,St. 45/1
,,,,,,,,,,,,Staměřice,753491,Dolní Újezd,St. 58/3
,,,,,,,,,,,,Malé Hoštice,711870,Opava,317/1
,,,,,,,,,,,,Bystřice nad Pernštejnem,616958,Bystřice nad Pernštejnem,p.č. 2958/32
,,,,,,,,,,,,Dražice u Tábora,632163,Dražice,St. 25
,,,,,,,,,,,,Všebořice,775118,Ústí nad Labem,935/5
,,,,,,,,,,,,Planá u Mariánských Lázní,721280,Planá,St. 548/2
,,,,,,,,,,,,Dívčice,626180,Dívčice,p.č. 1174/1
,,,,,,,,,,,,Vrahovice,785237,Prostějov,par.č.st. 10
,,,,,,,,,,,,Náchod u Tábora,701254,Tábor,150/13
,,,,,,,,,,,,Kamenný Újezd u Nýřan,708470,Nýřany,251/3
,,,,,,,,,,,,Stará Bělá,753661,Ostrava,3183/24
,,,,,,,,,,,,Zaječí,790346,Zaječí,"p.č. 5065/55,5065/188"
,,,,,,,,,,,,Nevřeň,704351,Nevřeň,St. 180
,,,,,,,,,,,,Středokluky,757381,Středokluky,St. 201
,,,,,,,,,,,,Vsetín,786764,Vsetín,1295
,,,,,,,,,,,,Nové Město nad Metují,706442,Nové Město nad Metují,St. 1968
,,,,,,,,,,,,Kyjov,678431,Kyjov,St. 4286
